school,school_id,division,level,year,region
West Hills Coalinga,westhillscoalinga,cccaa-1,CCCAA,2014,0
East Los Angeles,eastlosangeles,cccaa-1,CCCAA,2014,0
Gavilan,gavilan,cccaa-1,CCCAA,2014,0
Monterey,monterey,cccaa-1,CCCAA,2014,0
Yuba,yuba,cccaa-1,CCCAA,2014,0
Ventura,ventura,cccaa-1,CCCAA,2014,0
Porterville,porterville,cccaa-1,CCCAA,2014,0
Modesto,modesto,cccaa-1,CCCAA,2014,0
Glendale,glendale,cccaa-1,CCCAA,2014,0
Solano,solano,cccaa-1,CCCAA,2014,0
Lassen,lassen,cccaa-1,CCCAA,2014,0
Napa,napa,cccaa-1,CCCAA,2014,0
Skyline,skyline,cccaa-1,CCCAA,2014,0
Imperial Valley,imperialvalley,cccaa-1,CCCAA,2014,0
Marin,marin,cccaa-1,CCCAA,2014,0
Contra Costa,contracosta,cccaa-1,CCCAA,2014,0
Siskiyous,siskiyous,cccaa-1,CCCAA,2014,0
Cabrillo,cabrillo,cccaa-1,CCCAA,2014,0
Redwoods,redwoods,cccaa-1,CCCAA,2014,0
Desert,desert,cccaa-1,CCCAA,2014,0
Irvine Valley,irvinevalley,cccaa-1,CCCAA,2014,0
Cuesta,cuesta,cccaa-1,CCCAA,2014,0
Laney,laney,cccaa-1,CCCAA,2014,0
American River,americanriver,cccaa-1,CCCAA,2014,0
Pasadena,pasadena,cccaa-1,CCCAA,2014,0
Mendocino,mendocino,cccaa-1,CCCAA,2014,0
West LA,westla,cccaa-1,CCCAA,2014,0
De Anza,deanza,cccaa-1,CCCAA,2014,0
San Francisco,sanfrancisco,cccaa-1,CCCAA,2014,0
Victor Valley,victorvalley,cccaa-1,CCCAA,2015,0
Feather River,featherriver,cccaa-1,CCCAA,2015,0
Butte,butte,cccaa-1,CCCAA,2015,0
El Camino,elcamino,cccaa-1,CCCAA,2015,0
Solano,solano,cccaa-1,CCCAA,2015,0
Fresno City,fresno,cccaa-1,CCCAA,2015,0
San Diego Mesa,sandiegomesa,cccaa-1,CCCAA,2015,0
Rio Hondo,riohondo,cccaa-1,CCCAA,2015,0
San Bernardino,sanbernardino,cccaa-1,CCCAA,2015,0
Cosumnes River,cosumnesriver,cccaa-1,CCCAA,2015,0
Marin,marin,cccaa-1,CCCAA,2015,0
Cypress,cypress,cccaa-1,CCCAA,2015,0
El Camino-Compton Center,elcaminocomptoncenter,cccaa-1,CCCAA,2015,0
Lassen,lassen,cccaa-1,CCCAA,2015,0
West Valley,westvalley,cccaa-1,CCCAA,2015,0
Yuba,yuba,cccaa-1,CCCAA,2015,0
Merced,merced,cccaa-1,CCCAA,2015,0
Saddleback,saddleback,cccaa-1,CCCAA,2015,0
Southwestern,southwestern,cccaa-1,CCCAA,2015,0
Reedley,reedley,cccaa-1,CCCAA,2015,0
San Mateo,sanmateo,cccaa-1,CCCAA,2015,0
LA Mission,lamission,cccaa-1,CCCAA,2015,0
Bakersfield,bakersfield,cccaa-1,CCCAA,2015,0
Moorpark,moorpark,cccaa-1,CCCAA,2015,0
Palomar,palomar,cccaa-1,CCCAA,2015,0
Riverside,riverside,cccaa-1,CCCAA,2015,0
Chabot,chabot,cccaa-1,CCCAA,2015,0
Citrus,citrus,cccaa-1,CCCAA,2015,0
Grossmont,grossmont,cccaa-1,CCCAA,2015,0
Skyline,skyline,cccaa-1,CCCAA,2015,0
Golden West,goldenwest,cccaa-1,CCCAA,2015,0
Siskiyous,siskiyous,cccaa-1,CCCAA,2015,0
Santa Barbara,santabarbara,cccaa-1,CCCAA,2015,0
Orange Coast,orangecoast,cccaa-1,CCCAA,2015,0
Chaffey,chaffey,cccaa-1,CCCAA,2015,0
LA Harbor,laharbor,cccaa-1,CCCAA,2015,0
Los Medanos,losmedanos,cccaa-1,CCCAA,2015,0
Sequoias,sequoias,cccaa-1,CCCAA,2015,0
Fullerton,fullerton,cccaa-1,CCCAA,2015,0
Antelope Valley,antelopevalley,cccaa-1,CCCAA,2015,0
Mt. San Jacinto,mtsanjacinto,cccaa-1,CCCAA,2015,0
Canyons,canyons,cccaa-1,CCCAA,2015,0
San Joaquin  Delta,sanjoaquindelta,cccaa-1,CCCAA,2015,0
Santa Rosa,santarosa,cccaa-1,CCCAA,2015,0
Gavilan,gavilan,cccaa-1,CCCAA,2015,0
Desert,desert,cccaa-1,CCCAA,2015,0
Glendale,glendale,cccaa-1,CCCAA,2015,0
Santa Ana,santaana,cccaa-1,CCCAA,2015,0
Canada,canada,cccaa-1,CCCAA,2015,0
Mission,mission,cccaa-1,CCCAA,2015,0
LA Pierce,lapierce,cccaa-1,CCCAA,2015,0
Taft,taft,cccaa-1,CCCAA,2015,0
Napa,napa,cccaa-1,CCCAA,2015,0
Long Beach,longbeach,cccaa-1,CCCAA,2015,0
Cuesta,cuesta,cccaa-1,CCCAA,2015,0
Laney,laney,cccaa-1,CCCAA,2015,0
Oxnard,oxnard,cccaa-1,CCCAA,2015,0
Monterey,monterey,cccaa-1,CCCAA,2015,0
Shasta,shasta,cccaa-1,CCCAA,2015,0
Folsom Lake,folsomlake,cccaa-1,CCCAA,2015,0
Barstow,barstow,cccaa-1,CCCAA,2015,0
Ohlone,ohlone,cccaa-1,CCCAA,2015,0
American River,americanriver,cccaa-1,CCCAA,2015,0
De Anza,deanza,cccaa-1,CCCAA,2015,0
Redwoods,redwoods,cccaa-1,CCCAA,2015,0
Mt. San Antonio,mtsanantonio,cccaa-1,CCCAA,2015,0
Irvine Valley,irvinevalley,cccaa-1,CCCAA,2015,0
Hartnell,hartnell,cccaa-1,CCCAA,2015,0
San Diego City,sandiego,cccaa-1,CCCAA,2015,0
Sacramento City,sacramentocity,cccaa-1,CCCAA,2015,0
Allan Hancock,allanhancock,cccaa-1,CCCAA,2015,0
LA Valley,lavalley,cccaa-1,CCCAA,2015,0
Cabrillo,cabrillo,cccaa-1,CCCAA,2015,0
Contra Costa,contracosta,cccaa-1,CCCAA,2015,0
Cerro Coso,cerrocoso,cccaa-1,CCCAA,2015,0
Diablo Valley,diablovalley,cccaa-1,CCCAA,2015,0
Cerritos,cerritos,cccaa-1,CCCAA,2015,0
Mendocino,mendocino,cccaa-1,CCCAA,2015,0
West LA,westla,cccaa-1,CCCAA,2015,0
Ventura,ventura,cccaa-1,CCCAA,2015,0
East Los Angeles,eastlosangeles,cccaa-1,CCCAA,2015,0
Sierra,sierra,cccaa-1,CCCAA,2015,0
Pasadena,pasadena,cccaa-1,CCCAA,2015,0
Imperial Valley,imperialvalley,cccaa-1,CCCAA,2015,0
Porterville,porterville,cccaa-1,CCCAA,2015,0
Modesto,modesto,cccaa-1,CCCAA,2015,0
West Hills Coalinga,westhillscoalinga,cccaa-1,CCCAA,2015,0
San Francisco,sanfrancisco,cccaa-1,CCCAA,2015,0
Canyons,canyons,cccaa-1,CCCAA,2016,0
Palomar,palomar,cccaa-1,CCCAA,2016,0
Fullerton,fullerton,cccaa-1,CCCAA,2016,0
Saddleback,saddleback,cccaa-1,CCCAA,2016,0
Chaffey,chaffey,cccaa-1,CCCAA,2016,0
Rio Hondo,riohondo,cccaa-1,CCCAA,2016,0
Golden West,goldenwest,cccaa-1,CCCAA,2016,0
El Camino,elcamino,cccaa-1,CCCAA,2016,0
Santa Rosa,santarosa,cccaa-1,CCCAA,2016,0
Grossmont,grossmont,cccaa-1,CCCAA,2016,0
Cypress,cypress,cccaa-1,CCCAA,2016,0
Feather River,featherriver,cccaa-1,CCCAA,2016,0
San Bernardino,sanbernardino,cccaa-1,CCCAA,2016,0
LA Harbor,laharbor,cccaa-1,CCCAA,2016,0
Southwestern,southwestern,cccaa-1,CCCAA,2016,0
Barstow,barstow,cccaa-1,CCCAA,2016,0
Mission,mission,cccaa-1,CCCAA,2016,0
Mt. San Jacinto,mtsanjacinto,cccaa-1,CCCAA,2016,0
Cerro Coso,cerrocoso,cccaa-1,CCCAA,2016,0
Mt. San Antonio,mtsanantonio,cccaa-1,CCCAA,2016,0
Desert,desert,cccaa-1,CCCAA,2016,0
Cerritos,cerritos,cccaa-1,CCCAA,2016,0
Laney,laney,cccaa-1,CCCAA,2016,0
Los Medanos,losmedanos,cccaa-1,CCCAA,2016,0
Ohlone,ohlone,cccaa-1,CCCAA,2016,0
San Diego Mesa,sandiegomesa,cccaa-1,CCCAA,2016,0
Long Beach,longbeach,cccaa-1,CCCAA,2016,0
San Joaquin Delta,sanjoaquindelta,cccaa-1,CCCAA,2016,0
Taft,taft,cccaa-1,CCCAA,2016,0
Solano,solano,cccaa-1,CCCAA,2016,0
Lassen,lassen,cccaa-1,CCCAA,2016,0
Glendale,glendale,cccaa-1,CCCAA,2016,0
Pasadena City,pasadenacity,cccaa-1,CCCAA,2016,0
Canada,canada,cccaa-1,CCCAA,2016,0
West LA,westla,cccaa-1,CCCAA,2016,0
Orange Coast,orangecoast,cccaa-1,CCCAA,2016,0
Merced,merced,cccaa-1,CCCAA,2016,0
Marin,marin,cccaa-1,CCCAA,2016,0
Santa Ana,santaana,cccaa-1,CCCAA,2016,0
Butte,butte,cccaa-1,CCCAA,2016,0
LA Valley,lavalley,cccaa-1,CCCAA,2016,0
Reedley,reedley,cccaa-1,CCCAA,2016,0
Cabrillo,cabrillo,cccaa-1,CCCAA,2016,0
Cuesta,cuesta,cccaa-1,CCCAA,2016,0
San Diego City,sandiego,cccaa-1,CCCAA,2016,0
Bakersfield,bakersfield,cccaa-1,CCCAA,2016,0
Sequoias,sequoias,cccaa-1,CCCAA,2016,0
Fresno City,fresno,cccaa-1,CCCAA,2016,0
Moorpark,moorpark,cccaa-1,CCCAA,2016,0
Diablo Valley,diablovalley,cccaa-1,CCCAA,2016,0
Sierra,sierra,cccaa-1,CCCAA,2016,0
West Valley,westvalley,cccaa-1,CCCAA,2016,0
Irvine Valley,irvinevalley,cccaa-1,CCCAA,2016,0
Chabot,chabot,cccaa-1,CCCAA,2016,0
Antelope Valley,antelopevalley,cccaa-1,CCCAA,2016,0
San Mateo,sanmateo,cccaa-1,CCCAA,2016,0
Folsom Lake,folsomlake,cccaa-1,CCCAA,2016,0
Gavilan,gavilan,cccaa-1,CCCAA,2016,0
Monterey,monterey,cccaa-1,CCCAA,2016,0
LA Mission,lamission,cccaa-1,CCCAA,2016,0
Riverside,riverside,cccaa-1,CCCAA,2016,0
Allan Hancock,allanhancock,cccaa-1,CCCAA,2016,0
Cosumnes River,cosumnesriver,cccaa-1,CCCAA,2016,0
Sacramento City,sacramentocity,cccaa-1,CCCAA,2016,0
De Anza,deanza,cccaa-1,CCCAA,2016,0
Citrus,citrus,cccaa-1,CCCAA,2016,0
Skyline,skyline,cccaa-1,CCCAA,2016,0
Contra Costa,contracosta,cccaa-1,CCCAA,2016,0
American River,americanriver,cccaa-1,CCCAA,2016,0
Oxnard,oxnard,cccaa-1,CCCAA,2016,0
Siskiyous,siskiyous,cccaa-1,CCCAA,2016,0
Yuba,yuba,cccaa-1,CCCAA,2016,0
Ventura,ventura,cccaa-1,CCCAA,2016,0
Mendocino,mendocino,cccaa-1,CCCAA,2016,0
Shasta,shasta,cccaa-1,CCCAA,2016,0
East Los Angeles,eastlosangeles,cccaa-1,CCCAA,2016,0
Victor Valley,victorvalley,cccaa-1,CCCAA,2016,0
LA Pierce,lapierce,cccaa-1,CCCAA,2016,0
Santa Barbara,santabarbara,cccaa-1,CCCAA,2016,0
Modesto,modesto,cccaa-1,CCCAA,2016,0
West Hills Coalinga,westhillscoalinga,cccaa-1,CCCAA,2016,0
Porterville,porterville,cccaa-1,CCCAA,2016,0
Hartnell,hartnell,cccaa-1,CCCAA,2016,0
Napa,napa,cccaa-1,CCCAA,2016,0
El Camino-Compton Center,elcaminocomptoncenter,cccaa-1,CCCAA,2016,0
Redwoods,redwoods,cccaa-1,CCCAA,2016,0
Imperial Valley,imperialvalley,cccaa-1,CCCAA,2016,0
San Francisco,sanfrancisco,cccaa-1,CCCAA,2016,0
Cerro Coso,cerrocoso,cccaa-1,CCCAA,2017,0
Palomar,palomar,cccaa-1,CCCAA,2017,0
Grossmont,grossmont,cccaa-1,CCCAA,2017,0
Ohlone,ohlone,cccaa-1,CCCAA,2017,0
Glendale,glendale,cccaa-1,CCCAA,2017,0
Mission,mission,cccaa-1,CCCAA,2017,0
Canyons,canyons,cccaa-1,CCCAA,2017,0
Victor Valley,victorvalley,cccaa-1,CCCAA,2017,0
Merced,merced,cccaa-1,CCCAA,2017,0
El Camino,elcamino,cccaa-1,CCCAA,2017,0
Santa Rosa,santarosa,cccaa-1,CCCAA,2017,0
LA Mission,lamission,cccaa-1,CCCAA,2017,0
Los Medanos,losmedanos,cccaa-1,CCCAA,2017,0
San Joaquin Delta,sanjoaquindelta,cccaa-1,CCCAA,2017,0
Barstow,barstow,cccaa-1,CCCAA,2017,0
West Hills Coalinga,westhillscoalinga,cccaa-1,CCCAA,2017,0
Orange Coast,orangecoast,cccaa-1,CCCAA,2017,0
Long Beach,longbeach,cccaa-1,CCCAA,2017,0
Pasadena City,pasadenacity,cccaa-1,CCCAA,2017,0
San Mateo,sanmateo,cccaa-1,CCCAA,2017,0
San Diego Mesa,sandiegomesa,cccaa-1,CCCAA,2017,0
Chaffey,chaffey,cccaa-1,CCCAA,2017,0
Skyline,skyline,cccaa-1,CCCAA,2017,0
Folsom Lake,folsomlake,cccaa-1,CCCAA,2017,0
Laney,laney,cccaa-1,CCCAA,2017,0
Cabrillo,cabrillo,cccaa-1,CCCAA,2017,0
West Valley,westvalley,cccaa-1,CCCAA,2017,0
Fullerton,fullerton,cccaa-1,CCCAA,2017,0
LA Harbor,laharbor,cccaa-1,CCCAA,2017,0
Hartnell,hartnell,cccaa-1,CCCAA,2017,0
Riverside,riverside,cccaa-1,CCCAA,2017,0
Feather River,featherriver,cccaa-1,CCCAA,2017,0
Rio Hondo,riohondo,cccaa-1,CCCAA,2017,0
Lassen,lassen,cccaa-1,CCCAA,2017,0
Chabot,chabot,cccaa-1,CCCAA,2017,0
Solano,solano,cccaa-1,CCCAA,2017,0
Citrus,citrus,cccaa-1,CCCAA,2017,0
Sequoias,sequoias,cccaa-1,CCCAA,2017,0
Cosumnes River,cosumnesriver,cccaa-1,CCCAA,2017,0
American River,americanriver,cccaa-1,CCCAA,2017,0
Antelope Valley,antelopevalley,cccaa-1,CCCAA,2017,0
Marin,marin,cccaa-1,CCCAA,2017,0
Reedley,reedley,cccaa-1,CCCAA,2017,0
Southwestern,southwestern,cccaa-1,CCCAA,2017,0
Mendocino,mendocino,cccaa-1,CCCAA,2017,0
Santa Ana,santaana,cccaa-1,CCCAA,2017,0
De Anza,deanza,cccaa-1,CCCAA,2017,0
Sacramento City,sacramentocity,cccaa-1,CCCAA,2017,0
EC-Compton Center,eccomptoncenter,cccaa-1,CCCAA,2017,0
Cypress,cypress,cccaa-1,CCCAA,2017,0
Mt. San Antonio,mtsanantonio,cccaa-1,CCCAA,2017,0
San Diego City,sandiego,cccaa-1,CCCAA,2017,0
Taft,taft,cccaa-1,CCCAA,2017,0
West LA,westla,cccaa-1,CCCAA,2017,0
Butte,butte,cccaa-1,CCCAA,2017,0
Golden West,goldenwest,cccaa-1,CCCAA,2017,0
Ventura,ventura,cccaa-1,CCCAA,2017,0
LA Pierce,lapierce,cccaa-1,CCCAA,2017,0
Saddleback,saddleback,cccaa-1,CCCAA,2017,0
Allan Hancock,allanhancock,cccaa-1,CCCAA,2017,0
Napa,napa,cccaa-1,CCCAA,2017,0
Modesto,modesto,cccaa-1,CCCAA,2017,0
Diablo Valley,diablovalley,cccaa-1,CCCAA,2017,0
Fresno City,fresno,cccaa-1,CCCAA,2017,0
Contra Costa,contracosta,cccaa-1,CCCAA,2017,0
Sierra,sierra,cccaa-1,CCCAA,2017,0
East Los Angeles,eastlosangeles,cccaa-1,CCCAA,2017,0
San Bernardino,sanbernardino,cccaa-1,CCCAA,2017,0
Irvine Valley,irvinevalley,cccaa-1,CCCAA,2017,0
Cerritos,cerritos,cccaa-1,CCCAA,2017,0
Redwoods,redwoods,cccaa-1,CCCAA,2017,0
Monterey,monterey,cccaa-1,CCCAA,2017,0
Shasta,shasta,cccaa-1,CCCAA,2017,0
Bakersfield,bakersfield,cccaa-1,CCCAA,2017,0
Santa Barbara,santabarbara,cccaa-1,CCCAA,2017,0
Oxnard,oxnard,cccaa-1,CCCAA,2017,0
Mt. San Jacinto,mtsanjacinto,cccaa-1,CCCAA,2017,0
Desert,desert,cccaa-1,CCCAA,2017,0
Yuba,yuba,cccaa-1,CCCAA,2017,0
San Francisco,sanfrancisco,cccaa-1,CCCAA,2017,0
Cuesta,cuesta,cccaa-1,CCCAA,2017,0
Siskiyous,siskiyous,cccaa-1,CCCAA,2017,0
Gavilan,gavilan,cccaa-1,CCCAA,2017,0
LA Valley,lavalley,cccaa-1,CCCAA,2017,0
Canada,canada,cccaa-1,CCCAA,2017,0
Moorpark,moorpark,cccaa-1,CCCAA,2017,0
Imperial Valley,imperialvalley,cccaa-1,CCCAA,2017,0
Porterville,porterville,cccaa-1,CCCAA,2017,0
San Diego Mesa,sandiegomesa,cccaa-1,CCCAA,2018,0
Palomar,palomar,cccaa-1,CCCAA,2018,0
Mission,mission,cccaa-1,CCCAA,2018,0
San Mateo,sanmateo,cccaa-1,CCCAA,2018,0
Sierra,sierra,cccaa-1,CCCAA,2018,0
San Joaquin Delta,sanjoaquindelta,cccaa-1,CCCAA,2018,0
Feather River,featherriver,cccaa-1,CCCAA,2018,0
Fresno City,fresno,cccaa-1,CCCAA,2018,0
Ventura,ventura,cccaa-1,CCCAA,2018,0
Southwestern,southwestern,cccaa-1,CCCAA,2018,0
Mt. San Antonio,mtsanantonio,cccaa-1,CCCAA,2018,0
Cypress,cypress,cccaa-1,CCCAA,2018,0
LA Pierce,lapierce,cccaa-1,CCCAA,2018,0
Antelope Valley,antelopevalley,cccaa-1,CCCAA,2018,0
Ohlone,ohlone,cccaa-1,CCCAA,2018,0
LA Harbor,laharbor,cccaa-1,CCCAA,2018,0
Citrus,citrus,cccaa-1,CCCAA,2018,0
Cerro Coso,cerrocoso,cccaa-1,CCCAA,2018,0
Glendale,glendale,cccaa-1,CCCAA,2018,0
Santa Ana,santaana,cccaa-1,CCCAA,2018,0
LA Mission,lamission,cccaa-1,CCCAA,2018,0
Canyons,canyons,cccaa-1,CCCAA,2018,0
Los Medanos,losmedanos,cccaa-1,CCCAA,2018,0
Mendocino,mendocino,cccaa-1,CCCAA,2018,0
Allan Hancock,allanhancock,cccaa-1,CCCAA,2018,0
Orange Coast,orangecoast,cccaa-1,CCCAA,2018,0
Santa Barbara,santabarbara,cccaa-1,CCCAA,2018,0
Grossmont,grossmont,cccaa-1,CCCAA,2018,0
Saddleback,saddleback,cccaa-1,CCCAA,2018,0
Lassen,lassen,cccaa-1,CCCAA,2018,0
Santa Rosa,santarosa,cccaa-1,CCCAA,2018,0
Barstow,barstow,cccaa-1,CCCAA,2018,0
Long Beach,longbeach,cccaa-1,CCCAA,2018,0
Cerritos,cerritos,cccaa-1,CCCAA,2018,0
San Bernardino Valley,sanbernardinovalley,cccaa-1,CCCAA,2018,0
Bakersfield,bakersfield,cccaa-1,CCCAA,2018,0
El Camino,elcamino,cccaa-1,CCCAA,2018,0
Taft,taft,cccaa-1,CCCAA,2018,0
Butte,butte,cccaa-1,CCCAA,2018,0
Cuesta,cuesta,cccaa-1,CCCAA,2018,0
Fullerton,fullerton,cccaa-1,CCCAA,2018,0
Folsom Lake,folsomlake,cccaa-1,CCCAA,2018,0
San Diego City,sandiegocity,cccaa-1,CCCAA,2018,0
Marin,marin,cccaa-1,CCCAA,2018,0
Chabot,chabot,cccaa-1,CCCAA,2018,0
Mt. San Jacinto,mtsanjacinto,cccaa-1,CCCAA,2018,0
Diablo Valley,diablovalley,cccaa-1,CCCAA,2018,0
Sequoias,sequoias,cccaa-1,CCCAA,2018,0
Chaffey,chaffey,cccaa-1,CCCAA,2018,0
Reedley,reedley,cccaa-1,CCCAA,2018,0
Laney,laney,cccaa-1,CCCAA,2018,0
Pasadena City,pasadenacity,cccaa-1,CCCAA,2018,0
Hartnell,hartnell,cccaa-1,CCCAA,2018,0
Irvine Valley,irvinevalley,cccaa-1,CCCAA,2018,0
Cosumnes River,cosumnesriver,cccaa-1,CCCAA,2018,0
Cabrillo,cabrillo,cccaa-1,CCCAA,2018,0
Merced,merced,cccaa-1,CCCAA,2018,0
West Valley,westvalley,cccaa-1,CCCAA,2018,0
Napa Valley,napavalley,cccaa-1,CCCAA,2018,0
De Anza,deanza,cccaa-1,CCCAA,2018,0
Rio Hondo,riohondo,cccaa-1,CCCAA,2018,0
Victor Valley,victorvalley,cccaa-1,CCCAA,2018,0
Monterey Peninsula,montereypeninsula,cccaa-1,CCCAA,2018,0
West LA,westla,cccaa-1,CCCAA,2018,0
East Los Angeles,eastlosangeles,cccaa-1,CCCAA,2018,0
Sacramento City,sacramentocity,cccaa-1,CCCAA,2018,0
Golden West,goldenwest,cccaa-1,CCCAA,2018,0
Solano,solano,cccaa-1,CCCAA,2018,0
Riverside,riverside,cccaa-1,CCCAA,2018,0
Siskiyous,siskiyous,cccaa-1,CCCAA,2018,0
Imperial Valley,imperialvalley,cccaa-1,CCCAA,2018,0
Moorpark,moorpark,cccaa-1,CCCAA,2018,0
Desert,desert,cccaa-1,CCCAA,2018,0
Skyline,skyline,cccaa-1,CCCAA,2018,0
Oxnard,oxnard,cccaa-1,CCCAA,2018,0
Modesto,modesto,cccaa-1,CCCAA,2018,0
LA Valley,lavalley,cccaa-1,CCCAA,2018,0
Shasta,shasta,cccaa-1,CCCAA,2018,0
Yuba,yuba,cccaa-1,CCCAA,2018,0
American River,americanriver,cccaa-1,CCCAA,2018,0
San Francisco,sanfrancisco,cccaa-1,CCCAA,2018,0
Gavilan,gavilan,cccaa-1,CCCAA,2018,0
Compton,compton,cccaa-1,CCCAA,2018,0
Redwoods,redwoods,cccaa-1,CCCAA,2018,0
Contra Costa,contracosta,cccaa-1,CCCAA,2018,0
Canada,canada,cccaa-1,CCCAA,2018,0
Porterville,porterville,cccaa-1,CCCAA,2018,0
West Hills Coalinga,westhillscoalinga,cccaa-1,CCCAA,2018,0
Mission,mission,cccaa-1,CCCAA,2019,0
Barstow,barstow,cccaa-1,CCCAA,2019,0
Glendale,glendale,cccaa-1,CCCAA,2019,0
San Joaquin Delta,sanjoaquindelta,cccaa-1,CCCAA,2019,0
Orange Coast,orangecoast,cccaa-1,CCCAA,2019,0
Ohlone,ohlone,cccaa-1,CCCAA,2019,0
Feather River,featherriver,cccaa-1,CCCAA,2019,0
Cypress,cypress,cccaa-1,CCCAA,2019,0
Sierra,sierra,cccaa-1,CCCAA,2019,0
Fresno City,fresno,cccaa-1,CCCAA,2019,0
Cerro Coso,cerrocoso,cccaa-1,CCCAA,2019,0
San Diego Mesa,sandiegomesa,cccaa-1,CCCAA,2019,0
Palomar,palomar,cccaa-1,CCCAA,2019,0
Pasadena City,pasadenacity,cccaa-1,CCCAA,2019,0
Canyons,canyons,cccaa-1,CCCAA,2019,0
Long Beach,longbeach,cccaa-1,CCCAA,2019,0
Canada,canada,cccaa-1,CCCAA,2019,0
San Mateo,sanmateo,cccaa-1,CCCAA,2019,0
Santa Ana,santaana,cccaa-1,CCCAA,2019,0
Cabrillo,cabrillo,cccaa-1,CCCAA,2019,0
Taft,taft,cccaa-1,CCCAA,2019,0
De Anza,deanza,cccaa-1,CCCAA,2019,0
Saddleback,saddleback,cccaa-1,CCCAA,2019,0
Mt. San Antonio,mtsanantonio,cccaa-1,CCCAA,2019,0
Sequoias,sequoias,cccaa-1,CCCAA,2019,0
Laney,laney,cccaa-1,CCCAA,2019,0
Hartnell,hartnell,cccaa-1,CCCAA,2019,0
Ventura,ventura,cccaa-1,CCCAA,2019,0
Merced,merced,cccaa-1,CCCAA,2019,0
Lassen,lassen,cccaa-1,CCCAA,2019,0
LA Mission,lamission,cccaa-1,CCCAA,2019,0
Irvine Valley,irvinevalley,cccaa-1,CCCAA,2019,0
Santa Barbara,santabarbara,cccaa-1,CCCAA,2019,0
Riverside,riverside,cccaa-1,CCCAA,2019,0
Gavilan,gavilan,cccaa-1,CCCAA,2019,0
San Diego City,sandiegocity,cccaa-1,CCCAA,2019,0
Oxnard,oxnard,cccaa-1,CCCAA,2019,0
Golden West,goldenwest,cccaa-1,CCCAA,2019,0
San Bernardino Valley,sanbernardinovalley,cccaa-1,CCCAA,2019,0
Antelope Valley,antelopevalley,cccaa-1,CCCAA,2019,0
Mendocino,mendocino,cccaa-1,CCCAA,2019,0
LA Valley,lavalley,cccaa-1,CCCAA,2019,0
Sacramento City,sacramentocity,cccaa-1,CCCAA,2019,0
Los Medanos,losmedanos,cccaa-1,CCCAA,2019,0
El Camino,elcamino,cccaa-1,CCCAA,2019,0
Citrus,citrus,cccaa-1,CCCAA,2019,0
Monterey Peninsula,montereypeninsula,cccaa-1,CCCAA,2019,0
Reedley,reedley,cccaa-1,CCCAA,2019,0
San Francisco,sanfrancisco,cccaa-1,CCCAA,2019,0
Cosumnes River,cosumnesriver,cccaa-1,CCCAA,2019,0
Chaffey,chaffey,cccaa-1,CCCAA,2019,0
Chabot,chabot,cccaa-1,CCCAA,2019,0
Modesto,modesto,cccaa-1,CCCAA,2019,0
Bakersfield,bakersfield,cccaa-1,CCCAA,2019,0
Santa Rosa,santarosa,cccaa-1,CCCAA,2019,0
Compton,compton,cccaa-1,CCCAA,2019,0
Napa Valley,napavalley,cccaa-1,CCCAA,2019,0
Solano,solano,cccaa-1,CCCAA,2019,0
Victor Valley,victorvalley,cccaa-1,CCCAA,2019,0
Grossmont,grossmont,cccaa-1,CCCAA,2019,0
Southwestern,southwestern,cccaa-1,CCCAA,2019,0
Siskiyous,siskiyous,cccaa-1,CCCAA,2019,0
Butte,butte,cccaa-1,CCCAA,2019,0
Imperial Valley,imperialvalley,cccaa-1,CCCAA,2019,0
Marin,marin,cccaa-1,CCCAA,2019,0
Cuesta,cuesta,cccaa-1,CCCAA,2019,0
East Los Angeles,eastlosangeles,cccaa-1,CCCAA,2019,0
Cerritos,cerritos,cccaa-1,CCCAA,2019,0
Desert,desert,cccaa-1,CCCAA,2019,0
Folsom Lake,folsomlake,cccaa-1,CCCAA,2019,0
Diablo Valley,diablovalley,cccaa-1,CCCAA,2019,0
West Valley,westvalley,cccaa-1,CCCAA,2019,0
Mt. San Jacinto,mtsanjacinto,cccaa-1,CCCAA,2019,0
Shasta,shasta,cccaa-1,CCCAA,2019,0
Allan Hancock,allanhancock,cccaa-1,CCCAA,2019,0
Yuba,yuba,cccaa-1,CCCAA,2019,0
West Hills Coalinga,westhillscoalinga,cccaa-1,CCCAA,2019,0
LA Harbor,laharbor,cccaa-1,CCCAA,2019,0
Rio Hondo,riohondo,cccaa-1,CCCAA,2019,0
Skyline,skyline,cccaa-1,CCCAA,2019,0
LA Pierce,lapierce,cccaa-1,CCCAA,2019,0
West LA,westla,cccaa-1,CCCAA,2019,0
Fullerton,fullerton,cccaa-1,CCCAA,2019,0
Moorpark,moorpark,cccaa-1,CCCAA,2019,0
American River,americanriver,cccaa-1,CCCAA,2019,0
Redwoods,redwoods,cccaa-1,CCCAA,2019,0
Contra Costa,contracosta,cccaa-1,CCCAA,2019,0
Porterville,porterville,cccaa-1,CCCAA,2019,0
Ohlone,ohlone,cccaa-1,CCCAA,2020,0
Cypress,cypress,cccaa-1,CCCAA,2020,0
Sierra,sierra,cccaa-1,CCCAA,2020,0
Canyons,canyons,cccaa-1,CCCAA,2020,0
San Joaquin Delta,sanjoaquindelta,cccaa-1,CCCAA,2020,0
Skyline,skyline,cccaa-1,CCCAA,2020,0
San Diego City,sandiegocity,cccaa-1,CCCAA,2020,0
San Diego Mesa,sandiegomesa,cccaa-1,CCCAA,2020,0
